,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,Fmb,Year
1164,7,Adrian Peterson,MIN,28,RB,14,14,279,1266,10,78,4.5,90.4,5,2013
1165,1,Adrian Peterson,MIN,30,RB,16,16,327,1485,11,80,4.5,92.8,7,2015
1166,31,Adrian Peterson,2TM,32,,10,7,156,529,2,27,3.4,52.9,3,2017
1167,5,Adrian Peterson,WAS,33,RB,16,16,251,1042,7,90,4.2,65.1,3,2018
1168,19,Adrian Peterson,WAS,34,RB,15,15,211,898,5,32,4.3,59.9,3,2019
1169,23,Adrian Peterson,DET,35,RB,16,10,156,604,7,38,3.9,37.8,0,2020
1170,19,Earnest Graham,TAM,27,RB,15,10,222,898,10,28,4.0,59.9,1,2007
1171,40,Earnest Graham,TAM,28,RB,10,10,132,563,4,68,4.3,56.3,2,2008
1172,22,Brandon Jacobs,NYG,25,RB,11,9,202,1009,4,43,5.0,91.7,5,2007
1173,19,Brandon Jacobs,NYG,26,RB,13,13,219,1089,15,44,5.0,83.8,3,2008
1174,15,Brandon Jacobs,NYG,27,RB,15,15,224,835,5,31,3.7,55.7,2,2009
1175,36,Brandon Jacobs,NYG,28,rb,16,5,147,823,9,73,5.6,51.4,2,2010
1176,30,Brandon Jacobs,NYG,29,rb,14,6,152,571,7,28,3.8,40.8,3,2011
1177,25,Ryan Grant,GNB,25,RB,15,7,188,956,8,66,5.1,63.7,1,2007
1178,5,Ryan Grant,GNB,26,RB,16,14,312,1203,4,57,3.9,75.2,4,2008
1179,7,Ryan Grant,GNB,27,RB,16,16,282,1253,11,62,4.4,78.3,1,2009
1180,35,Ryan Grant,GNB,29,RB,15,14,134,559,2,47,4.2,37.3,1,2011
1181,40,Selvin Young,DEN,24,RB,15,8,140,729,1,50,5.2,48.6,2,2007
1182,41,Jesse Chatman,MIA,28,rb,14,6,128,515,1,30,4.0,36.8,1,2007
1183,42,Derrick Ward,NYG,27,rb,8,5,125,602,3,44,4.8,75.3,2,2007
1184,29,Derrick Ward,NYG,28,rb,16,3,182,1025,2,51,5.6,64.1,2,2008
1185,43,Kenton Keith,IND,27,,16,1,121,533,3,22,4.4,33.3,1,2007
1186,4,Matt Forte,CHI,23,RB,16,16,316,1238,8,50,3.9,77.4,1,2008
1187,8,Matt Forte,CHI,24,RB,16,16,258,929,4,61,3.6,58.1,6,2009
1188,13,Matt Forte,CHI,25,RB,16,16,237,1069,6,68,4.5,66.8,3,2010
1189,19,Matt Forte,CHI,26,RB,12,12,203,997,3,46,4.9,83.1,2,2011
1190,15,Matt Forte,CHI,27,RB,15,15,248,1094,5,46,4.4,72.9,2,2012
1191,3,Matt Forte,CHI,28,RB,16,16,289,1339,9,55,4.6,83.7,2,2013
1192,5,Matt Forte,CHI,29,RB,16,16,266,1038,6,32,3.9,64.9,2,2014
1193,11,Matt Forte,CHI,30,RB,13,13,218,898,4,27,4.1,69.1,2,2015
1194,15,Matt Forte,NYJ,31,RB,14,13,218,813,7,32,3.7,58.1,1,2016
1195,10,Steve Slaton,HOU,22,RB,16,15,268,1282,9,71,4.8,80.1,3,2008
1196,12,Chris Johnson,TEN,23,RB,15,14,251,1228,9,66,4.9,81.9,1,2008
1197,1,Chris Johnson,TEN,24,RB,16,16,358,2006,14,91,5.6,125.4,3,2009
1198,6,Chris Johnson,TEN,25,RB,16,16,316,1364,11,76,4.3,85.3,3,2010
1199,9,Chris Johnson,TEN,26,RB,16,16,262,1047,4,48,4.0,65.4,3,2011
1200,10,Chris Johnson,TEN,27,RB,16,15,276,1243,6,94,4.5,77.7,5,2012
1201,6,Chris Johnson,TEN,28,RB,16,16,279,1077,6,30,3.9,67.3,3,2013
1202,30,Chris Johnson,NYJ,29,rb,16,6,155,663,1,47,4.3,41.4,1,2014
1203,16,Chris Johnson,ARI,30,RB,11,9,196,814,3,62,4.2,74.0,2,2015
1204,16,Kevin Smith,DET,22,RB,16,12,238,976,8,50,4.1,61.0,2,2008
1205,19,Kevin Smith,DET,23,RB,13,13,217,747,4,31,3.4,57.5,3,2009
1206,18,Le'Ron McClain,BAL,24,FB,16,16,232,902,10,82,3.9,56.4,4,2008
1207,28,Jonathan Stewart,CAR,21,,16,0,184,836,10,41,4.5,52.3,2,2008
1208,17,Jonathan Stewart,CAR,22,rb,16,3,221,1133,10,67,5.1,70.8,3,2009
1209,29,Jonathan Stewart,CAR,23,RB,14,7,178,770,2,48,4.3,55.0,4,2010
1210,33,Jonathan Stewart,CAR,24,rb,16,3,142,761,4,32,5.4,47.6,1,2011
1211,22,Jonathan Stewart,CAR,27,RB,13,8,175,809,3,69,4.6,62.2,2,2014
1212,7,Jonathan Stewart,CAR,28,RB,13,13,242,989,6,44,4.1,76.1,3,2015
1213,16,Jonathan Stewart,CAR,29,RB,13,13,218,824,9,47,3.8,63.4,3,2016
1214,19,Jonathan Stewart,CAR,30,RB,15,10,198,680,6,60,3.4,45.3,3,2017
1215,42,Fred Jackson,BUF,27,,16,3,130,571,3,32,4.4,35.7,3,2008
1216,13,Fred Jackson,BUF,28,RB,16,11,237,1062,2,43,4.5,66.4,4,2009
1217,17,Fred Jackson,BUF,29,RB,16,13,222,927,5,39,4.2,57.9,5,2010
1218,24,Fred Jackson,BUF,30,RB,10,10,170,934,6,80,5.5,93.4,2,2011
1219,20,Fred Jackson,BUF,32,rb,16,6,206,890,9,59,4.3,55.6,3,2013
1220,34,Fred Jackson,BUF,33,RB,14,9,141,525,2,38,3.7,37.5,5,2014
1221,43,Pierre Thomas,NOR,24,rb,15,5,129,625,9,42,4.8,41.7,1,2008
1222,34,Pierre Thomas,NOR,25,rb,14,6,147,793,6,34,5.4,56.6,2,2009
1223,49,Pierre Thomas,NOR,27,RB,16,7,110,562,5,33,5.1,35.1,1,2011
1224,36,Pierre Thomas,NOR,29,RB,16,9,147,549,2,18,3.7,34.3,2,2013
1225,9,Ray Rice,BAL,22,RB,16,15,254,1339,7,59,5.3,83.7,3,2009
1226,7,Ray Rice,BAL,23,RB,16,14,307,1220,5,50,4.0,76.3,0,2010
1227,3,Ray Rice,BAL,24,RB,16,16,291,1364,12,70,4.7,85.3,2,2011
1228,14,Ray Rice,BAL,25,RB,16,16,257,1143,9,46,4.4,71.4,1,2012
1229,19,Ray Rice,BAL,26,RB,15,15,214,660,4,47,3.1,44.0,2,2013
1230,10,Knowshon Moreno,DEN,22,RB,16,9,247,947,7,36,3.8,59.2,4,2009
1231,27,Knowshon Moreno,DEN,23,RB,13,13,182,779,5,35,4.3,59.9,3,2010
1232,30,Knowshon Moreno,DEN,25,rb,8,6,138,525,4,20,3.8,65.6,1,2012
1233,13,Knowshon Moreno,DEN,26,RB,16,15,241,1038,10,31,4.3,64.9,1,2013
1234,11,Rashard Mendenhall,PIT,22,RB,16,12,242,1108,7,60,4.6,69.3,3,2009
1235,4,Rashard Mendenhall,PIT,23,RB,16,16,324,1273,13,50,3.9,79.6,2,2010
1236,15,Rashard Mendenhall,PIT,24,RB,15,15,228,928,9,68,4.1,61.9,1,2011
1237,17,Rashard Mendenhall,ARI,26,RB,15,15,217,687,8,28,3.2,45.8,4,2013
1238,23,Jerome Harrison,CLE,26,rb,14,7,194,862,5,71,4.4,61.6,2,2009
1239,25,Jamaal Charles,KAN,23,RB,15,10,190,1120,7,76,5.9,74.7,4,2009
1240,14,Jamaal Charles,KAN,24,rb,16,6,230,1467,5,80,6.4,91.7,3,2010
1241,7,Jamaal Charles,KAN,26,RB,16,15,285,1509,5,91,5.3,94.3,5,2012
1242,10,Jamaal Charles,KAN,27,RB,15,15,259,1287,12,46,5.0,85.8,4,2013
1243,16,Jamaal Charles,KAN,28,RB,15,15,206,1033,9,63,5.0,68.9,5,2014
1244,29,Beanie Wells,ARI,21,,16,0,176,793,7,33,4.5,49.6,4,2009
1245,14,Beanie Wells,ARI,23,RB,14,14,245,1047,10,71,4.3,74.8,4,2011
1246,31,Ahmad Bradshaw,NYG,23,rb,15,1,163,778,7,38,4.8,51.9,3,2009
1247,10,Ahmad Bradshaw,NYG,24,RB,16,11,276,1235,8,48,4.5,77.2,7,2010
1248,23,Ahmad Bradshaw,NYG,25,RB,12,9,171,659,9,37,3.9,54.9,1,2011
1249,18,Ahmad Bradshaw,NYG,26,RB,14,12,221,1015,6,37,4.6,72.5,3,2012
1250,32,LeSean McCoy,PHI,21,,16,4,155,637,4,66,4.1,39.8,2,2009
1251,19,LeSean McCoy,PHI,22,RB,15,13,207,1080,7,62,5.2,72.0,2,2010
1252,8,LeSean McCoy,PHI,23,RB,15,15,273,1309,17,60,4.8,87.3,1,2011
1253,23,LeSean McCoy,PHI,24,RB,12,12,200,840,2,34,4.2,70.0,4,2012
1254,1,LeSean McCoy,PHI,25,RB,16,16,314,1607,9,57,5.1,100.4,1,2013
1255,2,LeSean McCoy,PHI,26,RB,16,16,312,1319,5,53,4.2,82.4,4,2014
1256,13,LeSean McCoy,BUF,27,RB,12,12,203,895,3,48,4.4,74.6,2,2015
1257,12,LeSean McCoy,BUF,28,RB,15,15,234,1267,13,75,5.4,84.5,3,2016
1258,2,LeSean McCoy,BUF,29,RB,16,16,287,1138,6,48,4.0,71.1,3,2017
1259,24,LeSean McCoy,BUF,30,RB,14,13,161,514,3,28,3.2,36.7,0,2018
1260,35,Tim Hightower,ARI,23,RB,16,16,143,598,8,50,4.2,37.4,5,2009
1261,35,Tim Hightower,ARI,24,RB,16,13,153,736,5,80,4.8,46.0,5,2010
1262,30,Tim Hightower,NOR,30,,16,1,133,548,4,30,4.1,34.3,0,2016
1263,37,Jason Snelling,ATL,26,,14,2,142,613,4,31,4.3,43.8,2,2009
1264,41,Michael Bush,OAK,25,RB,16,7,123,589,3,60,4.8,36.8,2,2009
1265,33,Michael Bush,OAK,26,,14,3,158,655,8,30,4.1,46.8,0,2010
1266,11,Michael Bush,OAK,27,RB,16,9,256,977,7,44,3.8,61.1,1,2011
1267,44,Felix Jones,DAL,22,,14,1,116,685,3,56,5.9,48.9,3,2009
1268,26,Felix Jones,DAL,23,rb,16,7,185,800,1,34,4.3,50.0,2,2010
1269,37,Felix Jones,DAL,24,RB,12,8,127,575,1,40,4.5,47.9,5,2011
1270,45,Justin Forsett,SEA,24,,16,2,114,619,4,35,5.4,38.7,4,2009
1271,40,Justin Forsett,SEA,25,rb,16,5,118,523,2,32,4.4,32.7,0,2010
1272,10,Justin Forsett,BAL,29,RB,16,14,235,1266,8,52,5.4,79.1,1,2014
1273,30,Justin Forsett,BAL,30,RB,10,10,151,641,2,33,4.2,64.1,0,2015
1274,48,Shonn Greene,NYJ,24,,14,0,108,540,2,33,5.0,38.6,3,2009
1275,25,Shonn Greene,NYJ,25,,15,2,185,766,2,23,4.1,51.1,3,2010
1276,12,Shonn Greene,NYJ,26,RB,16,15,253,1054,6,31,4.2,65.9,1,2011
1277,9,Shonn Greene,NYJ,27,RB,16,14,276,1063,8,36,3.9,66.4,4,2012
1278,3,Arian Foster,HOU,24,RB,16,13,327,1616,16,74,4.9,101.0,3,2010
1279,6,Arian Foster,HOU,25,RB,13,13,278,1224,10,43,4.4,94.2,5,2011
1280,1,Arian Foster,HOU,26,RB,16,16,351,1424,15,46,4.1,89.0,3,2012
1281,40,Arian Foster,HOU,27,RB,8,8,121,542,1,23,4.5,67.8,0,2013
1282,7,Arian Foster,HOU,28,RB,13,13,260,1246,8,51,4.8,95.8,2,2014
1283,11,Peyton Hillis,CLE,24,RB,16,14,270,1177,11,48,4.4,73.6,8,2010
1284,27,Peyton Hillis,CLE,25,RB,10,9,161,587,3,24,3.6,58.7,2,2011
1285,15,BenJarvus Green-Ellis,NWE,25,RB,16,11,229,1008,13,33,4.4,63.0,0,2010
1286,21,BenJarvus Green-Ellis,NWE,26,RB,16,6,181,667,11,18,3.7,41.7,0,2011
1287,8,BenJarvus Green-Ellis,CIN,27,RB,15,15,278,1094,6,48,3.9,72.9,3,2012
1288,16,BenJarvus Green-Ellis,CIN,28,RB,16,16,220,756,7,25,3.4,47.3,2,2013
1289,16,Darren McFadden,OAK,23,RB,13,13,223,1157,7,57,5.2,89.0,4,2010
1290,45,Darren McFadden,OAK,24,rb,7,7,113,614,4,70,5.4,87.7,1,2011
1291,19,Darren McFadden,OAK,25,RB,12,12,216,707,2,64,3.3,58.9,2,2012
1292,31,Darren McFadden,OAK,27,RB,16,12,155,534,2,25,3.4,33.4,1,2014
1293,8,Darren McFadden,DAL,28,RB,16,10,239,1089,3,50,4.6,68.1,3,2015
1294,22,LeGarrette Blount,TAM,24,rb,13,7,201,1007,6,53,5.0,77.5,4,2010
1295,20,LeGarrette Blount,TAM,25,RB,14,14,184,781,5,54,4.2,55.8,5,2011
1296,33,LeGarrette Blount,NWE,27,RB,16,7,153,772,7,47,5.0,48.3,3,2013
1297,38,LeGarrette Blount,2TM,28,,16,1,125,547,5,50,4.4,34.2,1,2014
1298,26,LeGarrette Blount,NWE,29,rb,12,6,165,703,6,38,4.3,58.6,1,2015
1299,2,LeGarrette Blount,NWE,30,RB,16,8,299,1161,18,44,3.9,72.6,2,2016
1300,27,LeGarrette Blount,PHI,31,RB,16,11,173,766,2,68,4.4,47.9,1,2017
1301,24,Brandon Jackson,GNB,25,RB,16,13,190,703,3,71,3.7,43.9,1,2010
1302,28,Mike Tolbert,SDG,25,,15,4,182,735,11,36,4.0,49.0,5,2010
1303,30,Jahvid Best,DET,21,RB,16,9,171,555,4,45,3.2,34.7,1,2010
1304,31,Ryan Torain,WAS,24,RB,10,8,164,742,4,54,4.5,74.2,2,2010
1305,34,Ryan Mathews,SDG,23,RB,12,9,158,678,7,31,4.3,56.5,5,2010
1306,16,Ryan Mathews,SDG,24,RB,14,14,222,1091,6,39,4.9,77.9,5,2011
1307,24,Ryan Mathews,SDG,25,RB,12,9,184,707,1,31,3.8,58.9,2,2012
1308,4,Ryan Mathews,SDG,26,RB,16,14,285,1255,6,51,4.4,78.4,2,2013
1309,44,Ryan Mathews,PHI,28,rb,13,6,106,539,6,63,5.1,41.5,3,2015
1310,27,Ryan Mathews,PHI,29,RB,13,8,155,661,8,30,4.3,50.8,3,2016
1311,37,Chris Ivory,NOR,22,,12,4,137,716,5,55,5.2,59.7,4,2010
1312,24,Chris Ivory,NYJ,25,rb,15,6,182,833,3,69,4.6,55.5,2,2013
1313,18,Chris Ivory,NYJ,26,RB,16,10,198,821,6,71,4.1,51.3,2,2014
1314,6,Chris Ivory,NYJ,27,RB,15,14,247,1070,7,58,4.3,71.3,4,2015
1315,48,Danny Woodhead,2TM,25,,15,3,97,547,5,36,5.6,36.5,1,2010
1316,22,Ben Tate,HOU,23,rb,15,2,175,942,4,56,5.4,62.8,4,2011
1317,25,Ben Tate,HOU,25,rb,14,7,181,771,4,60,4.3,55.1,5,2013
1318,25,Daniel Thomas,MIA,24,rb,13,2,165,581,0,28,3.5,44.7,2,2011
1319,26,DeMarco Murray,DAL,23,RB,13,7,164,897,2,91,5.5,69.0,1,2011
1320,27,DeMarco Murray,DAL,24,RB,10,10,161,663,4,48,4.1,66.3,3,2012
1321,18,DeMarco Murray,DAL,25,RB,14,14,217,1121,9,43,5.2,80.1,3,2013
1322,1,DeMarco Murray,DAL,26,RB,16,16,392,1845,13,51,4.7,115.3,5,2014
1323,19,DeMarco Murray,PHI,27,RB,15,8,193,702,6,54,3.6,46.8,2,2015
1324,4,DeMarco Murray,TEN,28,RB,16,16,293,1287,9,75,4.4,80.4,3,2016
1325,21,DeMarco Murray,TEN,29,RB,15,15,184,659,6,75,3.6,43.9,1,2017
1326,31,Roy Helu,WAS,23,RB,15,5,151,640,2,28,4.2,42.7,2,2011
1327,32,Jackie Battle,KAN,28,,15,4,149,597,2,34,4.0,39.8,0,2011
1328,34,Donald Brown,IND,24,,16,2,134,645,5,80,4.8,40.3,0,2011
1329,47,Donald Brown,IND,26,rb,16,5,102,537,6,51,5.3,33.6,0,2013
1330,36,James Starks,GNB,25,,13,2,133,578,1,40,4.3,44.5,2,2011
1331,32,James Starks,GNB,29,,16,4,148,601,2,65,4.1,37.6,5,2015
1332,44,Dexter McCluster,KAN,22,,16,4,114,516,1,32,4.5,32.3,4,2011
1333,50,Toby Gerhart,MIN,24,rb,16,5,109,531,1,67,4.9,33.2,1,2011
1334,52,C.J. Spiller,BUF,24,RB,16,11,107,561,4,38,5.2,35.1,2,2011
1335,22,C.J. Spiller,BUF,25,RB,16,9,207,1244,6,62,6.0,77.8,3,2012
1336,21,C.J. Spiller,BUF,26,RB,15,10,202,933,2,77,4.6,62.2,4,2013
1337,57,Darren Sproles,NOR,28,rb,16,4,87,603,2,36,6.9,37.7,0,2011
1338,3,Alfred Morris,WAS,24,RB,16,16,335,1613,13,39,4.8,100.8,4,2012
1339,9,Alfred Morris,WAS,25,RB,16,16,276,1275,7,45,4.6,79.7,5,2013
1340,6,Alfred Morris,WAS,26,RB,16,16,265,1074,8,30,4.1,67.1,2,2014
1341,14,Alfred Morris,WAS,27,RB,16,16,202,751,1,48,3.7,46.9,0,2015
1342,41,Alfred Morris,DAL,29,rb,14,5,115,547,1,70,4.8,39.1,0,2017
1343,4,Doug Martin,TAM,23,RB,16,16,319,1454,11,70,4.6,90.9,1,2012
1344,2,Doug Martin,TAM,26,RB,16,16,288,1402,6,84,4.9,87.6,5,2015
1345,22,Doug Martin,OAK,29,RB,16,9,172,723,4,29,4.2,45.2,3,2018
1346,6,Stevan Ridley,NWE,23,RB,16,12,290,1263,12,41,4.4,78.9,4,2012
1347,26,Stevan Ridley,NWE,24,rb,14,6,178,773,7,29,4.3,55.2,4,2013
1348,11,Trent Richardson,CLE,22,RB,15,15,267,950,11,32,3.6,63.3,3,2012
1349,23,Trent Richardson,2TM,23,,16,10,188,563,3,22,3.0,35.2,2,2013
1350,29,Trent Richardson,IND,24,RB,15,12,159,519,3,27,3.3,34.6,2,2014
1351,20,Mikel Leshoure,DET,22,RB,14,14,215,798,9,16,3.7,57.0,3,2012
1352,21,Vick Ballard,IND,22,RB,16,12,211,814,2,26,3.9,50.9,3,2012
1353,28,Jonathan Dwyer,PIT,23,RB,13,6,156,623,2,34,4.0,47.9,2,2012
1354,29,Mark Ingram,NOR,23,rb,16,5,156,602,5,31,3.9,37.6,0,2012
1355,11,Mark Ingram,NOR,25,RB,13,9,226,964,9,31,4.3,74.2,3,2014
1356,25,Mark Ingram,NOR,26,RB,12,10,166,769,6,70,4.6,64.1,2,2015
1357,19,Mark Ingram,NOR,27,RB,16,14,205,1043,6,75,5.1,65.2,2,2016
1358,13,Mark Ingram,NOR,28,,16,12,230,1124,12,72,4.9,70.3,3,2017
1359,33,Mark Ingram,NOR,29,rb,12,6,138,645,6,38,4.7,53.8,3,2018
1360,20,Mark Ingram,BAL,30,RB,15,15,202,1018,10,53,5.0,67.9,2,2019
1361,27,Mark Ingram,2TM,32,,14,10,160,554,2,28,3.5,39.6,1,2021
1362,34,Bryce Brown,PHI,21,,16,4,115,564,4,65,4.9,35.3,4,2012
1363,42,Bernard Pierce,BAL,21,,16,0,108,532,1,78,4.9,33.3,0,2012
1364,5,Eddie Lacy,GNB,23,RB,15,15,284,1178,11,60,4.1,78.5,1,2013
1365,9,Eddie Lacy,GNB,24,RB,16,16,246,1139,9,44,4.6,71.2,3,2014
1366,20,Eddie Lacy,GNB,25,RB,15,12,187,758,3,29,4.1,50.5,4,2015
1367,11,Zac Stacy,STL,22,RB,14,12,250,973,7,40,3.9,69.5,1,2013
1368,12,Le'Veon Bell,PIT,21,RB,13,13,244,860,8,43,3.5,66.2,1,2013
1369,3,Le'Veon Bell,PIT,22,RB,16,16,290,1361,8,81,4.7,85.1,0,2014
1370,41,Le'Veon Bell,PIT,23,rb,6,6,113,556,3,42,4.9,92.7,0,2015
1371,8,Le'Veon Bell,PIT,24,RB,12,12,261,1268,7,44,4.9,105.7,4,2016
1372,1,Le'Veon Bell,PIT,25,RB,15,15,321,1291,9,27,4.0,86.1,3,2017
1373,11,Le'Veon Bell,NYJ,27,RB,15,15,245,789,3,19,3.2,52.6,1,2019
1374,27,Lamar Miller,MIA,22,RB,16,15,177,709,2,49,4.0,44.3,1,2013
1375,15,Lamar Miller,MIA,23,RB,16,16,216,1099,8,97,5.1,68.7,3,2014
1376,18,Lamar Miller,MIA,24,RB,16,16,194,872,8,85,4.5,54.5,1,2015
1377,6,Lamar Miller,HOU,25,RB,14,14,268,1073,5,45,4.0,76.6,2,2016
1378,12,Lamar Miller,HOU,26,RB,16,13,238,888,3,21,3.7,55.5,1,2017
1379,13,Lamar Miller,HOU,27,RB,14,14,210,973,5,97,4.6,69.5,1,2018
1380,28,Bilal Powell,NYJ,25,RB,16,11,176,697,1,39,4.0,43.6,1,2013
1381,31,Bilal Powell,NYJ,28,rb,16,4,131,722,3,35,5.5,45.1,1,2016
1382,24,Bilal Powell,NYJ,29,RB,15,10,178,772,5,75,4.3,51.5,1,2017
1383,29,Giovani Bernard,CIN,22,,16,0,170,695,5,35,4.1,43.4,1,2013
1384,25,Giovani Bernard,CIN,23,RB,13,9,168,680,5,89,4.0,52.3,0,2014
1385,28,Giovani Bernard,CIN,24,rb,16,1,154,730,2,28,4.7,45.6,2,2015
1386,30,Joique Bell,DET,27,rb,16,4,166,650,8,20,3.9,40.6,4,2013
1387,12,Joique Bell,DET,28,rb,15,6,223,860,7,57,3.9,57.3,5,2014
1388,31,Rashad Jennings,OAK,28,RB,15,8,163,733,6,80,4.5,48.9,0,2013
1389,26,Rashad Jennings,NYG,29,RB,11,9,167,639,4,18,3.8,58.1,1,2014
1390,17,Rashad Jennings,NYG,30,RB,16,16,195,863,3,38,4.4,53.9,3,2015
1391,23,Rashad Jennings,NYG,31,RB,13,12,181,593,3,25,3.3,45.6,1,2016
1392,35,Bobby Rainey,2TM,26,,15,6,150,566,5,80,3.8,37.7,1,2013
1393,41,Montee Ball,DEN,23,,16,0,120,559,4,45,4.7,34.9,3,2013
1394,42,Andre Ellington,ARI,24,,15,1,118,652,3,80,5.5,43.5,1,2013
1395,17,Andre Ellington,ARI,25,RB,12,12,201,660,3,22,3.3,55.0,2,2014
1396,13,Jeremy Hill,CIN,22,rb,16,8,222,1124,9,85,5.1,70.3,5,2014
1397,10,Jeremy Hill,CIN,23,RB,16,15,223,794,11,38,3.6,49.6,3,2015
1398,14,Jeremy Hill,CIN,24,RB,15,13,222,839,9,74,3.8,55.9,0,2016
1399,14,Andre Williams,NYG,22,rb,16,7,217,721,7,50,3.3,45.1,1,2014
1400,20,C.J. Anderson,DEN,23,RB,15,7,179,849,8,27,4.7,56.6,1,2014
1401,29,C.J. Anderson,DEN,24,rb,15,6,152,720,5,48,4.7,48.0,2,2015
1402,9,C.J. Anderson,DEN,26,RB,16,16,245,1007,3,40,4.1,62.9,1,2017
1403,21,Tre Mason,STL,21,RB,12,9,179,765,4,89,4.3,63.8,2,2014
1404,23,Terrance West,CLE,23,RB,14,6,171,673,4,36,3.9,48.1,2,2014
1405,22,Terrance West,BAL,25,RB,16,13,193,774,5,41,4.0,48.4,2,2016
1406,24,Alfred Blue,HOU,23,rb,16,3,169,528,2,46,3.1,33.0,0,2014
1407,23,Alfred Blue,HOU,24,RB,16,9,183,698,2,41,3.8,43.6,2,2015
1408,27,Matt Asiata,MIN,27,RB,15,9,164,570,9,19,3.5,38.0,1,2014
1409,28,Branden Oliver,SDG,23,RB,14,7,160,582,3,52,3.6,41.6,0,2014
1410,32,Bishop Sankey,TEN,22,RB,16,9,152,569,2,22,3.7,35.6,2,2014
1411,33,Isaiah Crowell,CLE,21,,16,4,148,607,8,35,4.1,37.9,3,2014
1412,21,Isaiah Crowell,CLE,22,RB,16,9,185,706,4,54,3.8,44.1,0,2015
1413,20,Isaiah Crowell,CLE,23,RB,16,16,198,952,7,85,4.8,59.5,2,2016
1414,18,Isaiah Crowell,CLE,24,RB,16,16,206,853,2,59,4.1,53.3,1,2017
1415,31,Isaiah Crowell,NYJ,25,rb,13,6,143,685,6,77,4.8,52.7,0,2018
1416,35,Denard Robinson,JAX,24,RB,13,9,135,582,4,41,4.3,44.8,2,2014
1417,41,Jerick McKinnon,MIN,22,rb,11,6,113,538,0,55,4.8,48.9,0,2014
1418,26,Jerick McKinnon,MIN,24,RB,15,7,159,539,2,36,3.4,35.9,0,2016
1419,34,Jerick McKinnon,MIN,25,,16,1,150,570,3,58,3.8,35.6,3,2017
1420,3,Latavius Murray,OAK,25,RB,16,16,266,1066,6,54,4.0,66.6,4,2015
1421,21,Latavius Murray,OAK,26,RB,14,12,195,788,12,42,4.0,56.3,2,2016
1422,14,Latavius Murray,MIN,27,RB,16,11,216,842,8,46,3.9,52.6,1,2017
1423,32,Latavius Murray,MIN,28,rb,16,6,140,578,6,38,4.1,36.1,0,2018
1424,31,Latavius Murray,NOR,29,rb,16,8,146,637,5,30,4.4,39.8,0,2019
1425,27,Latavius Murray,NOR,30,rb,15,7,146,656,4,36,4.5,43.7,1,2020
1426,47,Latavius Murray,BAL,31,rb,14,6,119,501,6,46,4.2,35.8,0,2021
1427,4,Devonta Freeman,ATL,23,RB,15,13,265,1056,11,39,4.0,70.4,3,2015
1428,13,Devonta Freeman,ATL,24,RB,16,16,227,1079,11,75,4.8,67.4,1,2016
1429,20,Devonta Freeman,ATL,25,RB,14,14,196,865,7,44,4.4,61.8,4,2017
1430,21,Devonta Freeman,ATL,27,RB,14,14,184,656,2,28,3.6,46.9,3,2019
1431,40,Devonta Freeman,BAL,29,rb,16,8,133,576,5,32,4.3,36.0,0,2021
1432,9,Todd Gurley,STL,21,RB,13,12,229,1106,10,71,4.8,85.1,3,2015
1433,5,Todd Gurley,LAR,22,RB,16,16,278,885,6,24,3.2,55.3,2,2016
1434,4,Todd Gurley,LAR,23,RB,15,15,279,1305,13,57,4.7,87.0,5,2017
1435,4,Todd Gurley,LAR,24,RB,14,14,256,1251,17,36,4.9,89.4,1,2018
1436,17,Todd Gurley,LAR,25,RB,15,15,223,857,12,25,3.8,57.1,3,2019
1437,12,Todd Gurley,ATL,26,RB,15,15,195,678,9,35,3.5,45.2,2,2020
1438,12,Ronnie Hillman,DEN,24,RB,16,10,207,863,7,72,4.2,53.9,3,2015
1439,22,Melvin Gordon,SDG,22,RB,14,12,184,641,0,27,3.5,45.8,6,2015
1440,10,Melvin Gordon,SDG,23,RB,13,11,254,997,10,48,3.9,76.7,2,2016
1441,3,Melvin Gordon,LAC,24,RB,16,16,284,1105,8,87,3.9,69.1,1,2017
1442,20,Melvin Gordon,LAC,25,RB,12,12,175,885,10,34,5.1,73.8,1,2018
1443,28,Melvin Gordon,LAC,26,RB,12,11,162,612,8,24,3.8,51.0,4,2019
1444,9,Melvin Gordon,DEN,27,RB,15,10,215,986,9,65,4.6,65.7,4,2020
1445,15,Melvin Gordon,DEN,28,RB,16,16,203,918,8,70,4.5,57.4,3,2021
1446,24,T.J. Yeldon,JAX,22,RB,12,12,182,740,2,45,4.1,61.7,0,2015
1447,27,Charcandrick West,KAN,24,RB,15,9,160,634,4,38,4.0,42.3,1,2015
1448,31,Jeremy Langford,CHI,24,,16,2,148,537,6,23,3.6,33.6,0,2015
1449,33,Thomas Rawls,SEA,22,RB,13,7,147,830,4,69,5.6,63.8,1,2015
1450,35,Ameer Abdullah,DET,22,RB,16,9,143,597,2,36,4.2,37.3,5,2015
1451,29,Ameer Abdullah,DET,24,RB,14,11,165,552,4,34,3.3,39.4,2,2017
1452,36,Antonio Andrews,TEN,23,RB,14,10,143,520,3,38,3.6,37.1,1,2015
1453,37,Javorius Allen,BAL,24,rb,16,6,137,514,1,44,3.8,32.1,2,2015
1454,32,Javorius Allen,BAL,26,,16,0,153,591,4,37,3.9,36.9,0,2017
1455,39,David Johnson,ARI,24,rb,16,5,125,581,8,47,4.6,36.3,4,2015
