,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,Fmb,Year
451,4,Thurman Thomas,BUF,26,RB,16,16,312,1487,9,44,4.8,92.9,6,1992
452,1,Thurman Thomas,BUF,27,RB,16,16,355,1315,6,27,3.7,82.2,6,1993
453,8,Thurman Thomas,BUF,28,RB,15,15,287,1093,7,29,3.8,72.9,1,1994
454,13,Thurman Thomas,BUF,29,RB,14,14,267,1005,6,49,3.8,71.8,6,1995
455,12,Thurman Thomas,BUF,30,RB,15,15,281,1033,8,36,3.7,68.9,1,1996
456,30,Thurman Thomas,BUF,31,RB,16,16,154,643,1,24,4.2,40.2,2,1997
457,16,Ickey Woods,CIN,22,FB,16,10,203,1066,15,56,5.3,66.6,8,1988
458,22,Merril Hoge,PIT,23,FB,16,8,170,705,3,20,4.1,44.1,8,1988
459,20,Merril Hoge,PIT,24,FB,16,16,186,621,8,31,3.3,38.8,2,1989
460,16,Merril Hoge,PIT,25,FB,16,15,203,772,7,41,3.8,48.3,6,1990
461,22,Merril Hoge,PIT,26,FB,16,16,165,610,2,24,3.7,38.1,3,1991
462,30,Anthony Toney,PHI,26,FB,15,13,139,502,4,20,3.6,33.5,2,1988
463,24,Anthony Toney,PHI,27,FB,14,14,172,582,3,44,3.4,41.6,4,1989
464,34,Roger Vick,NYJ,24,FB,16,12,128,540,3,17,4.2,33.8,5,1988
465,37,Allen Pinkett,HOU,24,,16,2,122,513,7,27,4.2,32.1,2,1988
466,20,Allen Pinkett,HOU,27,RB,16,16,171,720,9,32,4.2,45.0,2,1991
467,6,Bobby Humphrey,DEN,23,RB,16,12,294,1151,7,40,3.9,71.9,4,1989
468,2,Bobby Humphrey,DEN,24,RB,15,14,288,1202,7,37,4.2,80.1,8,1990
469,7,Barry Sanders,DET,21,RB,15,13,280,1470,14,34,5.3,98.0,10,1989
470,6,Barry Sanders,DET,22,RB,16,16,255,1304,13,45,5.1,81.5,4,1990
471,2,Barry Sanders,DET,23,RB,15,15,342,1548,16,69,4.5,103.2,5,1991
472,3,Barry Sanders,DET,24,RB,16,16,312,1352,9,55,4.3,84.5,6,1992
473,9,Barry Sanders,DET,25,RB,11,11,243,1115,3,42,4.6,101.4,3,1993
474,4,Barry Sanders,DET,26,RB,16,16,331,1883,7,85,5.7,117.7,0,1994
475,7,Barry Sanders,DET,27,RB,16,16,314,1500,11,75,4.8,93.8,3,1995
476,9,Barry Sanders,DET,28,RB,16,16,307,1553,11,54,5.1,97.1,4,1996
477,4,Barry Sanders,DET,29,RB,16,16,335,2053,11,82,6.1,128.3,3,1997
478,5,Barry Sanders,DET,30,RB,16,16,343,1491,4,73,4.3,93.2,3,1998
479,14,Brent Fullwood,GNB,26,FB,15,15,204,821,5,38,4.0,54.7,6,1989
480,16,Sammie Smith,MIA,22,RB,13,12,200,659,6,25,3.3,50.7,6,1989
481,10,Sammie Smith,MIA,23,RB,16,16,226,831,8,33,3.7,51.9,8,1990
482,17,Tim Worley,PIT,23,RB,15,14,195,770,5,38,3.9,51.3,9,1989
483,19,Eric Metcalf,CLE,21,RB,16,11,187,633,6,43,3.4,39.6,5,1989
484,35,Eric Metcalf,CLE,25,RB,16,9,129,611,1,55,4.7,38.2,4,1993
485,25,Marion Butts,SDG,23,rb,15,5,170,683,9,50,4.0,45.5,2,1989
486,4,Marion Butts,SDG,24,RB,14,13,265,1225,8,52,4.6,87.5,0,1990
487,16,Marion Butts,SDG,25,rb,16,8,193,834,6,44,4.3,52.1,3,1991
488,15,Marion Butts,SDG,26,RB,15,15,218,809,4,22,3.7,53.9,4,1992
489,21,Marion Butts,SDG,27,RB,16,16,185,746,4,27,4.0,46.6,0,1993
490,13,Marion Butts,NWE,28,RB,16,15,243,703,8,26,2.9,43.9,1,1994
491,26,Lars Tate,TAM,23,RB,15,14,167,589,8,48,3.5,39.3,2,1989
492,27,Rick Fenney,MIN,25,fb,16,8,151,588,4,25,3.9,36.8,4,1989
493,28,Bob Perryman,NWE,25,FB,16,14,150,562,2,18,3.7,35.1,2,1989
494,32,Tim Spencer,SDG,29,RB,16,11,134,521,3,15,3.9,32.6,3,1989
495,35,Alonzo Highsmith,HOU,24,FB,16,16,128,531,4,25,4.1,33.2,6,1989
496,8,Emmitt Smith,DAL,21,RB,16,15,241,937,11,48,3.9,58.6,7,1990
497,1,Emmitt Smith,DAL,22,RB,16,16,365,1563,12,75,4.3,97.7,8,1991
498,2,Emmitt Smith,DAL,23,RB,16,16,373,1713,18,68,4.6,107.1,4,1992
499,6,Emmitt Smith,DAL,24,RB,14,13,283,1486,9,62,5.3,106.1,4,1993
500,1,Emmitt Smith,DAL,25,RB,15,15,368,1484,21,46,4.0,98.9,1,1994
501,1,Emmitt Smith,DAL,26,RB,16,16,377,1773,25,60,4.7,110.8,7,1995
502,5,Emmitt Smith,DAL,27,RB,15,15,327,1204,12,42,3.7,80.3,5,1996
503,14,Emmitt Smith,DAL,28,RB,16,16,261,1074,4,44,4.1,67.1,1,1997
504,7,Emmitt Smith,DAL,29,RB,16,16,319,1332,13,32,4.2,83.3,3,1998
505,3,Emmitt Smith,DAL,30,RB,15,15,329,1397,11,63,4.2,93.1,5,1999
506,12,Emmitt Smith,DAL,31,RB,16,16,294,1203,9,52,4.1,75.2,6,2000
507,13,Emmitt Smith,DAL,32,RB,14,14,261,1021,3,44,3.9,72.9,1,2001
508,18,Emmitt Smith,DAL,33,RB,16,16,254,975,5,30,3.8,60.9,3,2002
509,13,Emmitt Smith,ARI,35,RB,15,15,267,937,9,29,3.5,62.5,4,2004
510,9,Johnny Johnson,PHO,22,RB,14,14,234,926,5,41,4.0,66.1,7,1990
511,15,Johnny Johnson,PHO,23,RB,15,13,196,666,4,21,3.4,44.4,2,1991
512,19,Johnny Johnson,PHO,24,RB,12,8,178,734,6,42,4.1,61.2,2,1992
513,18,Johnny Johnson,NYJ,25,RB,15,9,198,821,3,57,4.1,54.7,5,1993
514,14,Johnny Johnson,NYJ,26,RB,16,14,240,931,3,90,3.9,58.2,4,1994
515,12,Derrick Fenner,SEA,23,RB,16,15,215,859,14,36,4.0,53.7,3,1990
516,35,Derrick Fenner,CIN,25,,16,1,112,500,7,35,4.5,31.3,1,1992
517,14,Cleveland Gary,RAM,24,RB,15,7,204,808,14,48,4.0,53.9,12,1990
518,6,Cleveland Gary,RAM,26,RB,16,16,279,1125,7,63,4.0,70.3,9,1992
519,15,Barry Word,KAN,27,RB,16,3,204,1015,4,53,5.0,63.4,4,1990
520,24,Barry Word,KAN,28,RB,16,3,160,684,4,37,4.3,42.8,1,1991
521,21,Barry Word,KAN,29,RB,12,11,163,607,4,44,3.7,50.6,2,1992
522,21,Lorenzo White,HOU,24,RB,16,16,168,702,8,22,4.2,43.9,7,1990
523,10,Lorenzo White,HOU,26,RB,16,16,265,1226,7,44,4.6,76.6,2,1992
524,21,Lorenzo White,HOU,28,RB,15,8,191,757,3,33,4.0,50.5,2,1994
525,24,Heath Sherman,PHI,23,fb,14,6,164,685,1,36,4.2,48.9,4,1990
526,36,Heath Sherman,PHI,25,FB,16,7,112,583,5,34,5.2,36.4,3,1992
527,29,Brad Muster,CHI,25,FB,16,15,141,664,6,28,4.7,41.5,3,1990
528,33,Craig Heyward,NOR,24,FB,16,15,129,599,4,47,4.6,37.4,3,1990
529,25,Craig Heyward,ATL,28,RB,16,11,183,779,7,17,4.3,48.7,5,1994
530,18,Craig Heyward,ATL,29,RB,16,16,236,1083,6,31,4.6,67.7,3,1995
531,36,Brad Baxter,NYJ,23,FB,16,10,124,539,6,28,4.3,33.7,4,1990
532,19,Brad Baxter,NYJ,24,FB,16,14,184,666,11,31,3.6,41.6,6,1991
533,26,Brad Baxter,NYJ,25,FB,15,15,152,698,6,30,4.6,46.5,3,1992
534,25,Brad Baxter,NYJ,26,FB,16,13,174,559,7,16,3.2,34.9,3,1993
535,37,Rod Bernstine,SDG,25,,12,1,124,589,4,40,4.8,49.1,1,1990
536,25,Rod Bernstine,SDG,26,RB,13,8,159,766,8,63,4.8,58.9,1,1991
537,10,Rod Bernstine,DEN,28,RB,15,14,223,816,4,24,3.7,54.4,3,1993
538,39,Blair Thomas,NYJ,23,RB,15,11,123,620,1,41,5.0,41.3,3,1990
539,17,Blair Thomas,NYJ,24,RB,16,12,189,728,3,25,3.9,45.5,3,1991
540,5,Leonard Russell,NWE,22,RB,16,15,266,959,4,24,3.6,59.9,8,1991
541,2,Leonard Russell,NWE,24,RB,16,15,300,1088,7,21,3.6,68.0,4,1993
542,22,Leonard Russell,DEN,25,RB,14,13,190,620,9,22,3.3,44.3,4,1994
543,17,Leonard Russell,SDG,27,RB,15,15,219,713,7,21,3.3,47.5,6,1996
544,6,Gaston Green,DEN,25,RB,13,12,261,1037,4,63,4.0,79.8,4,1991
545,22,Gaston Green,DEN,26,RB,14,13,161,648,2,67,4.0,46.3,0,1992
546,7,Rodney Hampton,NYG,22,RB,14,14,256,1059,10,44,4.1,75.6,5,1991
547,12,Rodney Hampton,NYG,23,RB,16,16,257,1141,14,63,4.4,71.3,1,1992
548,4,Rodney Hampton,NYG,24,RB,12,10,292,1077,5,20,3.7,89.8,2,1993
549,5,Rodney Hampton,NYG,25,RB,14,13,327,1075,6,27,3.3,76.8,0,1994
550,9,Rodney Hampton,NYG,26,RB,16,15,306,1182,10,32,3.9,73.9,5,1995
551,13,Rodney Hampton,NYG,27,RB,15,15,254,827,1,25,3.3,55.1,3,1996
552,8,Mark Higgs,MIA,25,RB,14,10,231,905,4,24,3.9,64.6,3,1991
553,13,Mark Higgs,MIA,26,RB,16,15,256,915,7,23,3.6,57.2,5,1992
554,20,Mark Higgs,MIA,27,RB,16,8,186,693,3,31,3.7,43.3,1,1993
555,10,Robert Delpino,RAM,26,RB,16,15,214,688,9,36,3.2,43.0,3,1991
556,14,Reggie Cobb,TAM,23,RB,16,11,196,752,7,59,3.8,47.0,3,1991
557,5,Reggie Cobb,TAM,24,RB,16,13,310,1171,9,25,3.8,73.2,3,1992
558,12,Reggie Cobb,TAM,25,RB,12,10,221,658,3,16,3.0,54.8,5,1993
559,28,Reggie Cobb,GNB,26,RB,16,13,153,579,3,30,3.8,36.2,1,1994
560,26,Harold Green,CIN,23,FB,14,10,158,731,2,75,4.6,52.2,2,1991
561,9,Harold Green,CIN,24,RB,16,15,265,1170,2,53,4.4,73.1,1,1992
562,13,Harold Green,CIN,25,RB,15,15,215,589,0,25,2.7,39.3,3,1993
563,28,Harold Green,CIN,27,RB,15,15,171,661,2,23,3.9,44.1,2,1995
564,37,Harold Green,STL,28,rb,16,5,127,523,4,35,4.1,32.7,2,1996
565,28,Ricky Ervins,WAS,23,,15,0,145,680,3,65,4.7,45.3,1,1991
566,24,Ricky Ervins,WAS,26,RB,16,10,185,650,3,49,3.5,40.6,1,1994
567,31,Keith Henderson,SFO,25,,14,1,137,561,2,25,4.1,40.1,4,1991
568,35,Terry Allen,MIN,23,FB,15,6,120,563,2,55,4.7,37.5,4,1991
569,8,Terry Allen,MIN,24,RB,16,16,266,1201,13,51,4.5,75.1,9,1992
570,12,Terry Allen,MIN,26,RB,16,16,255,1031,8,45,4.0,64.4,3,1994
571,3,Terry Allen,WAS,27,RB,16,16,338,1309,10,28,3.9,81.8,6,1995
572,2,Terry Allen,WAS,28,RB,16,16,347,1353,21,49,3.9,84.6,4,1996
573,21,Terry Allen,WAS,29,RB,10,10,210,724,4,34,3.4,72.4,2,1997
574,28,Terry Allen,WAS,30,RB,10,10,148,700,2,45,4.7,70.0,4,1998
575,13,Terry Allen,NWE,31,RB,16,13,254,896,8,39,3.5,56.0,8,1999
576,27,Terry Allen,BAL,33,RB,11,8,168,658,3,26,3.9,59.8,1,2001
577,50,Ronnie Harmon,SDG,27,,16,0,89,544,1,33,6.1,34.0,2,1991
578,1,Barry Foster,PIT,24,RB,16,15,390,1690,11,69,4.3,105.6,9,1992
579,24,Barry Foster,PIT,25,RB,9,9,177,711,8,38,4.0,79.0,3,1993
580,17,Barry Foster,PIT,26,RB,11,10,216,851,5,29,3.9,77.4,0,1994
581,14,Chris Warren,SEA,24,RB,16,16,223,1017,3,52,4.6,63.6,2,1992
582,7,Chris Warren,SEA,25,RB,14,14,273,1072,7,45,3.9,76.6,3,1993
583,3,Chris Warren,SEA,26,RB,16,15,333,1545,9,41,4.6,96.6,5,1994
584,8,Chris Warren,SEA,27,RB,16,16,310,1346,15,52,4.3,84.1,5,1995
585,19,Chris Warren,SEA,28,RB,14,14,203,855,5,51,4.2,61.1,3,1996
586,24,Chris Warren,SEA,29,RB,15,13,200,847,4,36,4.2,56.5,2,1997
587,16,Ricky Watters,SFO,23,RB,14,13,206,1013,9,43,4.9,72.4,2,1992
588,14,Ricky Watters,SFO,24,RB,13,13,208,950,10,39,4.6,73.1,5,1993
589,15,Ricky Watters,SFO,25,RB,16,16,239,877,6,23,3.7,54.8,8,1994
590,4,Ricky Watters,PHI,26,RB,16,16,337,1273,11,57,3.8,79.6,6,1995
591,1,Ricky Watters,PHI,27,RB,16,16,353,1411,13,56,4.0,88.2,5,1996
592,8,Ricky Watters,PHI,28,RB,16,16,285,1110,7,28,3.9,69.4,3,1997
593,8,Ricky Watters,SEA,29,RB,16,16,319,1239,9,39,3.9,77.4,4,1998
594,5,Ricky Watters,SEA,30,RB,16,16,325,1210,5,45,3.7,75.6,4,1999
595,16,Ricky Watters,SEA,31,RB,16,16,278,1242,7,55,4.5,77.6,5,2000
596,18,Anthony Johnson,IND,25,RB,15,13,178,592,0,19,3.3,39.5,6,1992
597,11,Anthony Johnson,CAR,29,RB,16,11,300,1120,6,29,3.7,70.0,2,1996
598,23,Vince Workman,GNB,24,RB,10,10,159,631,2,44,4.0,63.1,4,1992
599,25,Vaughn Dunbar,NOR,24,RB,16,8,154,565,3,25,3.7,35.3,3,1992
600,39,Jarrod Bunch,NYG,24,FB,16,13,104,501,3,37,4.8,31.3,3,1992
601,3,Jerome Bettis,RAM,21,RB,16,12,294,1429,7,71,4.9,89.3,4,1993
602,6,Jerome Bettis,RAM,22,RB,16,16,319,1025,3,19,3.2,64.1,5,1994
603,26,Jerome Bettis,STL,23,RB,15,13,183,637,3,41,3.5,42.5,4,1995
604,6,Jerome Bettis,PIT,24,RB,16,12,320,1431,11,50,4.5,89.4,7,1996
605,1,Jerome Bettis,PIT,25,RB,15,15,375,1665,7,34,4.4,111.0,6,1997
606,9,Jerome Bettis,PIT,26,RB,15,15,316,1185,3,42,3.8,79.0,2,1998
607,7,Jerome Bettis,PIT,27,RB,16,16,299,1091,7,35,3.6,68.2,2,1999
608,3,Jerome Bettis,PIT,28,RB,16,16,355,1341,8,30,3.8,83.8,1,2000
609,19,Jerome Bettis,PIT,29,RB,11,11,225,1072,4,48,4.8,97.5,3,2001
610,32,Jerome Bettis,PIT,30,RB,13,11,187,666,9,41,3.6,51.2,1,2002
611,17,Jerome Bettis,PIT,31,RB,16,10,246,811,7,21,3.3,50.7,5,2003
612,17,Jerome Bettis,PIT,32,RB,15,6,250,941,13,29,3.8,62.7,1,2004
613,5,Erric Pegram,ATL,24,RB,16,14,292,1185,3,29,4.1,74.1,6,1993
614,21,Erric Pegram,PIT,26,RB,15,11,213,813,5,38,3.8,54.2,9,1995
615,45,Erric Pegram,PIT,27,,12,4,97,509,1,27,5.2,42.4,1,1996
616,8,Ronald Moore,PHO,23,RB,16,11,263,1018,9,20,3.9,63.6,3,1993
617,16,Ronald Moore,ARI,24,RB,16,16,232,780,4,24,3.4,48.8,2,1994
618,11,Reggie Brooks,WAS,22,RB,16,11,223,1063,3,85,4.8,66.4,4,1993
619,16,Leroy Thompson,PIT,24,rb,15,6,205,763,3,36,3.7,50.9,7,1993
620,19,Gary Brown,HOU,24,RB,16,8,195,1002,6,26,5.1,62.6,4,1993
621,27,Gary Brown,HOU,25,rb,12,8,169,648,4,18,3.8,54.0,6,1994
622,15,Gary Brown,SDG,28,RB,15,14,253,945,4,32,3.7,63.0,2,1997
623,19,Gary Brown,NYG,29,RB,16,11,247,1063,5,45,4.3,66.4,1,1998
624,22,Derek Brown,NOR,22,RB,13,12,180,705,2,60,3.9,54.2,1,1993
625,23,Roosevelt Potts,IND,22,RB,16,15,179,711,0,34,4.0,44.4,8,1993
626,27,Tommy Vardell,CLE,24,FB,16,12,171,644,3,54,3.8,40.3,3,1993
627,28,Darrell Thompson,GNB,26,RB,16,11,169,654,3,60,3.9,40.9,2,1993
628,29,Natrone Means,SDG,21,,16,0,160,645,8,65,4.0,40.3,1,1993
629,2,Natrone Means,SDG,22,RB,16,16,343,1350,12,25,3.9,84.4,5,1994
630,25,Natrone Means,SDG,23,RB,10,9,186,730,5,36,3.9,73.0,2,1995
631,31,Natrone Means,JAX,24,rb,14,4,152,507,2,35,3.3,36.2,3,1996
632,16,Natrone Means,JAX,25,RB,14,11,244,823,9,20,3.4,58.8,5,1997
633,24,Natrone Means,SDG,26,RB,10,10,212,883,5,72,4.2,88.3,2,1998
634,30,Edgar Bennett,GNB,24,FB,16,14,159,550,9,19,3.5,34.4,0,1993
635,26,Edgar Bennett,GNB,25,FB,16,15,178,623,5,39,3.5,38.9,1,1994
636,6,Edgar Bennett,GNB,26,FB,16,16,316,1067,3,23,3.4,66.7,2,1995
637,16,Edgar Bennett,GNB,27,RB,16,15,222,899,2,23,4.0,56.2,2,1996
638,26,Edgar Bennett,CHI,29,RB,16,13,173,611,2,43,3.5,38.2,2,1998
639,31,Greg Robinson,RAI,24,RB,12,12,156,591,1,16,3.8,49.3,3,1993
640,37,Lewis Tillman,NYG,27,rb,16,7,121,585,3,58,4.8,36.6,1,1993
641,11,Lewis Tillman,CHI,28,RB,16,15,275,899,7,25,3.3,56.2,1,1994
642,7,Marshall Faulk,IND,21,RB,16,16,314,1282,11,52,4.1,80.1,5,1994
643,11,Marshall Faulk,IND,22,RB,16,16,289,1078,11,40,3.7,67.4,8,1995
644,20,Marshall Faulk,IND,23,RB,13,13,198,587,7,43,3.0,45.2,2,1996
645,13,Marshall Faulk,IND,24,RB,16,16,264,1054,7,45,4.0,65.9,5,1997
646,6,Marshall Faulk,IND,25,RB,16,15,324,1319,6,68,4.1,82.4,3,1998
647,14,Marshall Faulk,STL,26,RB,16,16,253,1381,7,58,5.5,86.3,2,1999
648,19,Marshall Faulk,STL,27,RB,14,14,253,1359,18,36,5.4,97.1,0,2000
649,14,Marshall Faulk,STL,28,RB,14,14,260,1382,12,71,5.3,98.7,3,2001
650,25,Marshall Faulk,STL,29,RB,14,10,212,953,8,44,4.5,68.1,4,2002
651,22,Marshall Faulk,STL,30,RB,11,11,209,818,10,52,3.9,74.4,0,2003
652,28,Marshall Faulk,STL,31,RB,14,14,195,774,3,40,4.0,55.3,2,2004
653,9,Errict Rhett,TAM,24,RB,16,8,284,1011,7,27,3.6,63.2,2,1994
654,5,Errict Rhett,TAM,25,RB,16,16,332,1207,11,21,3.6,75.4,2,1995
655,25,Errict Rhett,TAM,26,RB,9,7,176,539,3,35,3.1,59.9,3,1996
656,20,Errict Rhett,BAL,29,RB,16,10,236,852,5,52,3.6,53.3,0,1999
657,10,Harvey Williams,RAI,27,RB,16,10,282,983,4,28,3.5,61.4,4,1994
658,14,Harvey Williams,OAK,28,RB,16,16,255,1114,9,60,4.4,69.6,5,1995
659,18,Bernie Parmalee,MIA,27,RB,15,10,216,868,6,47,4.0,57.9,5,1994
660,19,Bernie Parmalee,MIA,28,RB,16,12,236,878,9,40,3.7,54.9,5,1995
661,19,Leroy Hoard,CLE,26,FB,16,12,209,890,5,39,4.3,55.6,8,1994
662,33,Leroy Hoard,CLE,27,RB,12,12,136,547,0,25,4.0,45.6,5,1995
663,33,Leroy Hoard,MIN,31,,15,3,138,555,10,53,4.0,37.0,4,1999
664,20,Bam Morris,PIT,22,rb,15,6,198,836,7,20,4.2,55.7,3,1994
665,30,Bam Morris,PIT,23,,13,4,148,559,9,30,3.8,43.0,3,1995
666,26,Bam Morris,BAL,24,rb,11,7,172,737,4,19,4.3,67.0,0,1996
667,22,Bam Morris,BAL,25,RB,11,8,204,774,4,25,3.8,70.4,4,1997
668,29,Mario Bates,NOR,21,rb,11,7,151,579,6,40,3.8,52.6,3,1994
669,16,Mario Bates,NOR,22,RB,16,16,244,951,7,66,3.9,59.4,2,1995
670,27,Mario Bates,NOR,23,RB,14,10,164,584,4,33,3.6,41.7,4,1996
671,32,Greg Hill,KAN,22,,16,1,141,574,1,20,4.1,35.9,1,1994
672,29,Greg Hill,KAN,23,rb,16,1,155,667,1,27,4.3,41.7,2,1995
673,35,Greg Hill,KAN,24,,15,1,135,645,4,28,4.8,43.0,1,1996
674,28,Greg Hill,KAN,25,RB,16,16,157,550,0,38,3.5,34.4,1,1997
675,29,Greg Hill,DET,27,RB,14,8,144,542,2,45,3.8,38.7,1,1999
676,2,Curtis Martin,NWE,22,RB,16,15,368,1487,14,49,4.0,92.9,5,1995
677,7,Curtis Martin,NWE,23,RB,16,15,316,1152,14,57,3.6,72.0,4,1996
678,11,Curtis Martin,NWE,24,RB,13,13,274,1160,4,70,4.2,89.2,3,1997
679,3,Curtis Martin,NYJ,25,RB,15,15,369,1287,8,60,3.5,85.8,5,1998
680,2,Curtis Martin,NYJ,26,RB,16,16,367,1464,5,50,4.0,91.5,2,1999
681,6,Curtis Martin,NYJ,27,RB,16,16,316,1204,9,55,3.8,75.3,2,2000
682,4,Curtis Martin,NYJ,28,RB,16,16,333,1513,10,47,4.5,94.6,2,2001
683,16,Curtis Martin,NYJ,29,RB,16,16,261,1094,7,35,4.2,68.4,0,2002
684,8,Curtis Martin,NYJ,30,RB,16,16,323,1308,2,56,4.0,81.8,2,2003
685,1,Curtis Martin,NYJ,31,RB,16,16,371,1697,12,25,4.6,106.1,2,2004
686,21,Curtis Martin,NYJ,32,RB,12,12,220,735,5,49,3.3,61.3,2,2005
687,10,Rashaan Salaam,CHI,21,RB,16,11,296,1074,10,42,3.6,67.1,9,1995
688,12,Garrison Hearst,ARI,24,RB,16,15,284,1070,1,38,3.8,66.9,12,1995
689,15,Garrison Hearst,CIN,25,RB,16,12,225,847,0,24,3.8,52.9,1,1996
690,17,Garrison Hearst,SFO,26,RB,13,13,234,1019,4,51,4.4,78.4,2,1997
691,10,Garrison Hearst,SFO,27,RB,16,16,310,1570,7,96,5.1,98.1,4,1998
692,15,Garrison Hearst,SFO,30,RB,16,16,252,1206,4,43,4.8,75.4,1,2001
693,23,Garrison Hearst,SFO,31,RB,16,16,215,972,8,40,4.5,60.8,4,2002
694,28,Garrison Hearst,SFO,32,RB,12,12,178,768,3,36,4.3,64.0,2,2003
695,15,Rodney Thomas,HOU,22,RB,16,10,251,947,5,74,3.8,59.2,8,1995
696,17,Terrell Davis,DEN,23,RB,14,14,237,1117,7,60,4.7,79.8,5,1995
697,3,Terrell Davis,DEN,24,RB,16,16,345,1538,13,71,4.5,96.1,5,1996
698,2,Terrell Davis,DEN,25,RB,15,15,369,1750,15,50,4.7,116.7,4,1997
699,2,Terrell Davis,DEN,26,RB,16,16,392,2008,21,70,5.1,125.5,2,1998
700,28,Terrell Davis,DEN,29,RB,8,8,167,701,0,57,4.2,87.6,2,2001
701,20,Derek Loville,SFO,27,RB,16,16,218,723,10,27,3.3,45.2,1,1995
702,23,Derrick Moore,CAR,28,RB,13,10,195,740,4,53,3.8,56.9,4,1995
703,24,Adrian Murrell,NYJ,25,RB,15,9,192,795,1,30,4.1,53.0,2,1995
704,10,Adrian Murrell,NYJ,26,RB,16,16,301,1249,6,78,4.1,78.1,6,1996
705,6,Adrian Murrell,NYJ,27,RB,16,15,300,1086,7,43,3.6,67.9,4,1997
706,13,Adrian Murrell,ARI,28,RB,15,14,274,1042,8,32,3.8,69.5,6,1998
707,24,Adrian Murrell,ARI,29,RB,16,12,193,553,0,22,2.9,34.6,4,1999
708,27,Darick Holmes,BUF,24,rb,16,2,172,698,4,38,4.1,43.6,4,1995
709,24,Darick Holmes,BUF,25,rb,16,1,189,571,4,37,3.0,35.7,2,1996
710,31,Robert Smith,MIN,23,RB,9,7,139,632,5,58,4.5,70.2,1,1995
711,28,Robert Smith,MIN,24,RB,8,7,162,692,3,57,4.3,86.5,2,1996
712,19,Robert Smith,MIN,25,RB,14,14,232,1266,6,78,5.5,90.4,0,1997
713,18,Robert Smith,MIN,26,RB,14,14,249,1187,6,74,4.8,84.8,1,1998
714,21,Robert Smith,MIN,27,RB,13,12,221,1015,2,70,4.6,78.1,1,1999
715,11,Robert Smith,MIN,28,RB,16,16,295,1521,7,72,5.2,95.1,4,2000
716,32,James Stewart,JAX,24,RB,14,8,137,525,2,22,3.8,37.5,1,1995
717,23,James Stewart,JAX,25,RB,13,11,190,723,8,34,3.8,55.6,2,1996
718,35,James Stewart,JAX,26,rb,16,5,136,555,8,33,4.1,34.7,0,1997
719,16,James Stewart,JAX,28,RB,14,7,249,931,13,44,3.7,66.5,4,1999
720,4,James Stewart,DET,29,RB,16,16,339,1184,10,34,3.5,74.0,4,2000
721,36,James Stewart,DET,30,RB,11,10,143,685,1,38,4.8,62.3,0,2001
722,21,James Stewart,DET,31,RB,14,9,231,1021,4,56,4.4,72.9,0,2002
